country_code,date_year,life_expectancy,infant_mortality,death_rate,fertility_rate,population_total,health_expenditure_pct_gdp,hospital_beds_per_1000,gdp_usd,gdp_per_capita_usd,gdp_growth_percent,gnp_per_capita_usd,inflation_percent,unemployment_percent,literacy_rate,education_expenditure_pct_gdp,population_growth_percent,poverty_headcount_1_90,income_share_top_20,climate_disaster_impact_percent
USA,2003,77.0365853658537,6.9,8.4,2.0475,290107933,14.50558472,3.32,11456442041000.0,39490.2749557007,2.79560596320081,39770,2.27009497336115,5.989,,,0.859481712840946,1.0,22.7,
USA,2004,77.4878048780488,6.8,8.2,2.0515,292805298,14.55123425,3.25,12217193198000.0,41724.6316287624,3.84777169556921,43520,2.67723669309172,5.529,,,0.925483968943482,1.0,22.6,
USA,2005,77.4878048780488,6.8,8.3,2.057,295516599,14.57945919,3.19,13039199193000.0,44123.4070679055,3.48354993555606,46190,3.3927468454955,5.084,,,0.921713167161207,1.0,22.4,
USA,2006,77.6878048780488,6.7,8.1,2.108,298379912,14.7087841,3.16,13815586948000.0,46302.0008800056,2.78453963650701,47850,3.22594410070404,4.623,,,0.964253917136075,1.0,22.3,
USA,2007,77.9878048780488,6.6,8.0,2.12,301231207,14.91832638,3.12,14474226905000.0,48050.2237771135,2.00385829784946,48530,2.85267248150138,4.622,,,0.951055242772428,1.0,22.6,
USA,2008,78.0390243902439,6.5,8.1,2.072,304093966,15.2072401,3.11,14769857911000.0,48570.0459804586,0.113587249881704,49110,3.839100296651,5.784,,,0.945865287282592,1.0,22.7,
USA,2009,78.390243902439,6.4,7.9,2.002,306771529,16.20067787,3.06,14478064934000.0,47194.9433547336,-2.57650022958367,47910,-0.355546266299747,9.254,,,0.876651298802912,1.0,22.5,0.214155722534503
USA,2010,78.5414634146342,6.2,7.995,1.931,309378227,16.19723129,3.03,15048964444000.0,48642.6100179312,2.69519257744442,49180,1.6400434423899,9.633,,,0.846129865832117,1.2,23.0,
USA,2011,78.6414634146341,6.1,8.073,1.8945,311839461,16.14000893,2.94,15599728123000.0,50024.868799398,1.56440685763506,50620,3.156841568622,8.949,,,0.79239433316435,1.0,22.8,
USA,2012,78.7414634146342,6.0,8.102,1.8805,314339099,16.11974716,2.91,16253972230000.0,51708.4011556577,2.28911338669843,52610,2.06933726526067,8.069,,,0.79838290137163,1.0,22.8,
USA,2013,78.7414634146342,5.9,8.215,1.8575,316726282,15.98621559,2.86,16843190993000.0,53179.0127634561,2.11783009790057,53830,1.46483265562717,7.375,,,0.756560083436754,1.0,22.8,
USA,2014,78.8414634146341,5.8,8.237,1.8625,319257560,16.19414139,2.8,17550680174000.0,54973.4207515712,2.52381981363968,55600,1.62222297740817,6.168,,,0.796023797809134,1.2,22.5,
USA,2015,78.690243902439,5.8,8.44,1.8435,321815121,16.48159981,2.77,18206020741000.0,56572.9188996063,2.94555045484053,56400,0.118627135552451,5.28,,4.93063020706177,0.797904713382564,1.2,22.6,
USA,2016,78.5390243902439,5.7,8.493,1.8205,324353340,16.79114342,2.73,18695110842000.0,57638.1018367192,1.81945147788167,56900,1.26158320570536,4.869,,4.78327989578247,0.785625485688815,1.2,22.7,
USA,2017,78.5390243902439,5.6,8.638,1.7655,326608609,16.7530098,2.82,19477336549000.0,59635.0984397965,2.45762229852507,58920,2.13011000365961,4.355,,5.09296989440918,0.692906252591617,1.2,22.8,
USA,2018,78.6390243902439,5.6,8.678,1.7295,328529577,16.61530876,2.78,20533057312000.0,62499.8744390068,2.96650506901305,63020,2.44258329692817,3.896,,4.89502000808716,0.586433075122573,1.0,22.6,
USA,2019,78.7878048780488,5.5,8.697,1.706,330226227,16.66125298,2.75,21380976119000.0,64746.4506778863,2.58382533412825,65880,1.81221007526021,3.669,,4.95746994018555,0.515108555014533,1.0,22.6,
USA,2020,76.9804878048781,5.5,10.27,1.6415,331577720,18.8132534,2.74,21060473613000.0,63515.9491807833,-2.16302914036166,64920,1.23358439630629,8.055,,5.39531993865967,0.408427566758519,0.5,22.7,
USA,2021,76.3292682926829,5.5,10.4,1.664,332099760,17.5063858,,23315080560000.0,70205.050916026,6.05505293244555,71730,4.69785886363742,5.349,,5.42038011550903,0.157317408951545,0.5,22.2,
USA,2022,77.4341463414634,5.5,9.8,1.6565,334017321,16.49613953,,25604848907611.0,76657.2488844403,2.51237531986017,77330,8.00279982052121,3.65,,,0.575744520494521,1.2,22.6,
USA,2023,78.3853658536585,5.5,9.2,1.6165,336806231,,,27292170793214.4,81032.262117545,2.88755600749487,80000,4.11633838374488,3.638,,,0.83149318773707,1.2,22.7,
USA,2024,,,,,340110988,,,28750956130731.2,84534.0407841548,2.79300127716779,83490,2.94952520485207,4.106,,,0.976421684505429,,,
